ZIP,Dependents,AGI,NumReturns,AvgAGI
14072,"5,780","776,850","10,580"," 73,426 "
14075,"10,850","1,371,342","22,270"," 61,578 "
14080,"1,080","120,611","2,130"," 56,625 "
14081,800,"55,084","1,220"," 45,151 "
14082,120,"11,362",230," 49,400 "
14085,"2,370","264,580","3,740"," 70,743 "
14086,"9,570","1,091,542","17,210"," 63,425 "
14091,410,"25,656",590," 43,485 "
14092,"2,550","411,573","5,680"," 72,460 "
14094,"12,910","1,223,206","24,480"," 49,968 "
14098,830,"59,362","1,340"," 44,300 "
14101,450,"32,625",820," 39,787 "
14102,370,"39,457",670," 58,891 "
14103,"2,820","206,877","4,930"," 41,963 "
14105,"1,210","100,398","2,130"," 47,135 "
14108,"1,470","133,754","2,790"," 47,941 "
14111,940,"75,447","1,590"," 47,451 "
14113,230,"18,961",400," 47,403 "
14120,"10,900","1,208,028","22,520"," 53,642 "
14125,"1,130","80,389","1,760"," 45,676 "
14127,"8,560","1,508,082","15,640"," 96,425 "
14129,320,"25,934",570," 45,498 "
14131,"1,310","137,133","2,550"," 53,778 "
14132,"1,430","148,354","2,910"," 50,981 "
14134,70,"6,761",150," 45,073 "
14136,"1,300","101,782","2,310"," 44,061 "
14138,530,"35,014",850," 41,193 "
14139,600,"70,679","1,180"," 59,897 "
14141,"1,940","191,639","3,730"," 51,378 "
14143,290,"34,458",670," 51,430 "
14145,390,"38,093",770," 49,471 "
14150,"8,880","993,188","22,070"," 45,002 "
14167,380,"39,036",800," 48,795 "
14170,600,"80,647","1,260"," 64,006 "
14171,460,"43,672",960," 45,492 "
14172,880,"87,000","1,620"," 53,704 "
14174,"1,400","212,043","2,900"," 73,118 "
14201,"2,700","163,449","4,580"," 35,688 "
14202,550,"273,126","1,690"," 161,613 "
14203,280,"39,851",730," 54,590 "
14204,"2,340","90,886","3,270"," 27,794 "
14206,"5,130","307,089","9,490"," 32,359 "
14207,"7,320","241,264","9,310"," 25,915 "
14208,"2,780","99,360","3,640"," 27,297 "
14209,"1,320","233,799","3,470"," 67,377 "
14210,"4,000","197,787","6,330"," 31,246 "
14211,"7,460","209,384","8,600"," 24,347 "
14212,"3,260","112,904","4,150"," 27,206 "
14213,"7,090","235,592","9,060"," 26,004 "
14214,"4,030","371,775","7,600"," 48,918 "
14215,"12,630","493,727","16,580"," 29,778 "
14216,"4,740","636,533","11,260"," 56,530 "
14217,"5,280","570,413","11,710"," 48,712 "
14218,"5,010","319,257","8,900"," 35,872 "
14219,"2,670","259,906","6,140"," 42,330 "
14220,"5,950","485,045","11,640"," 41,671 "
14221,"13,750","2,385,456","27,280"," 87,443 "
14222,"1,520","443,200","6,020"," 73,621 "
14223,"5,610","624,819","12,400"," 50,389 "
14224,"9,610","1,137,990","21,400"," 53,177 "
14225,"7,690","715,228","17,630"," 40,569 "
14226,"7,300","1,036,167","14,510"," 71,411 "
14227,"4,660","554,415","11,990"," 46,240 "
14228,"4,800","544,043","9,180"," 59,264 "
14301,"3,190","137,057","5,110"," 26,821 "
14303,"1,530","66,189","2,430"," 27,238 "
14304,"7,060","663,877","15,250"," 43,533 "
14305,"4,610","264,741","7,330"," 36,117 "
14411,"3,180","229,108","5,480"," 41,808 "
14414,"1,880","184,496","3,480"," 53,016 "
14416,"1,040","93,476","1,910"," 48,940 "
14418,300,"27,806",570," 48,782 "
14420,"4,240","403,079","7,610"," 52,967 "
14422,560,"57,876","1,100"," 52,615 "
14423,"1,270","118,648","2,330"," 50,922 "
14424,"6,500","831,225","13,380"," 62,124 "
14425,"3,470","311,404","5,800"," 53,690 "
14427,570,"42,579",920," 46,282 "
14428,"2,260","260,964","4,440"," 58,776 "
14432,"1,460","125,385","2,640"," 47,494 "
14433,"1,410","81,946","1,990"," 41,179 "
14435,680,"87,183","1,450"," 60,126 "
14437,"2,410","194,392","4,350"," 44,688 "
14441,80,"6,992",170," 41,129 "
14445,"1,830","171,625","4,090"," 41,962 "
14450,"11,450","1,784,559","21,470"," 83,119 "
14454,"1,440","192,110","2,970"," 64,684 "
14456,"4,850","409,825","8,870"," 46,203 "
14462,210,"14,861",290," 51,245 "
14464,"2,030","162,737","3,460"," 47,034 "
14466,440,"41,277",850," 48,561 "
14467,"2,290","258,517","4,780"," 54,083 "
14468,"5,220","543,094","9,310"," 58,334 "
14469,"1,450","156,221","2,960"," 52,777 "
14470,"2,000","166,339","3,740"," 44,476 "
14471,480,"72,324","1,410"," 51,294 "
14472,"2,590","424,194","4,280"," 99,111 "
14475,120,"12,272",180," 68,178 "
14476,600,"52,059","1,040"," 50,057 "
14477,410,"37,288",760," 49,063 "
14478,200,"27,443",460," 59,659 "
14480,220,"20,559",460," 44,693 "
14481,420,"44,232",890," 49,699 "
14482,"2,160","208,313","4,050"," 51,435 "
14485,"1,100","102,033","1,980"," 51,532 "
14486,90,"8,542",160," 53,388 "
14487,"1,630","169,283","2,980"," 56,806 "
14489,"1,800","132,635","3,250"," 40,811 "
14502,"3,190","304,529","5,160"," 59,017 "
14504,390,"32,475",860," 37,762 "
14505,"1,430","122,054","2,590"," 47,125 "
14506,390,"69,404",610," 113,777 "
14507,350,"31,132",660," 47,170 "
14510,"1,420","90,259","2,190"," 41,214 "
14512,"1,190","117,848","2,300"," 51,238 "
14513,"3,530","269,089","6,410"," 41,980 "
14514,"1,870","164,415","2,910"," 56,500 "
14516,590,"50,765","1,080"," 47,005 "
14517,720,"57,912","1,280"," 45,244 "
14519,"3,250","350,642","5,920"," 59,230 "
14521,830,"56,555","1,280"," 44,184 "
14522,"2,430","213,410","4,440"," 48,065 "
14525,760,"65,057","1,340"," 48,550 "
14526,"5,950","838,861","10,590"," 79,213 "
14527,"3,410","274,678","5,800"," 47,358 "
14530,"1,470","115,840","2,490"," 46,522 "
14532,"1,200","104,107","2,160"," 48,198 "
14533,480,"35,312",770," 45,860 "
14534,"10,480","2,271,482","16,110"," 140,998 "
14536,180,"12,106",300," 40,353 "
14541,710,"52,132","1,040"," 50,127 "
14543,760,"117,706","1,750"," 67,261 "
14544,620,"54,588",960," 56,863 "
14546,"1,150","141,453","2,500"," 56,581 "
14548,"1,080","87,101","1,910"," 45,603 "
14550,460,"32,673",760," 42,991 "
14551,"1,560","105,392","2,570"," 41,009 "
14555,160,"27,544",490," 56,212 "
14559,"5,020","563,611","9,110"," 61,867 "
14560,470,"50,677","1,020"," 49,683 "
14561,850,"62,559","1,290"," 48,495 "
14564,"4,700","792,811","7,490"," 105,849 "
14568,"1,740","171,976","3,000"," 57,325 "
14569,"1,510","136,571","2,850"," 47,920 "
14571,320,"29,007",590," 49,164 "
14572,"1,280","96,819","2,260"," 42,840 "
14580,"14,520","1,866,237","26,670"," 69,975 "
14585,30,"6,458",150," 43,053 "
14586,"3,140","298,891","4,940"," 60,504 "
14589,"2,080","191,480","3,700"," 51,751 "
14590,"1,330","99,353","2,260"," 43,962 "
14591,410,"36,996",780," 47,431 "
14604,160,"56,503",910," 62,091 "
14605,"3,800","80,567","3,820"," 21,091 "
14606,"7,950","473,934","13,170"," 35,986 "
14607,"1,250","365,071","8,010"," 45,577 "
14608,"3,630","121,798","4,600"," 26,478 "
14609,"11,760","734,226","19,950"," 36,803 "
14610,"2,520","735,824","7,680"," 95,810 "
14611,"5,520","153,818","6,530"," 23,556 "
14612,"8,720","961,410","17,930"," 53,620 "
14613,"5,080","148,029","5,590"," 26,481 "
14614,40,"17,041",230," 74,091 "
14615,"4,690","278,360","7,970"," 34,926 "
14616,"7,420","611,909","14,850"," 41,206 "
14617,"6,480","706,442","12,510"," 56,470 "
14618,"5,950","1,097,087","10,430"," 105,186 "
14619,"4,660","214,670","6,600"," 32,526 "
14620,"3,270","479,637","10,760"," 44,576 "
14621,"10,440","292,532","12,110"," 24,156 "
14622,"2,620","323,150","6,680"," 48,376 "
14623,"3,810","397,123","9,360"," 42,428 "
14624,"9,520","1,016,158","19,570"," 51,924 "
14625,"2,550","419,166","5,620"," 74,585 "
14626,"7,430","865,833","15,800"," 54,800 "
14701,"9,550","646,437","16,570"," 39,012 "
14706,"1,580","162,081","2,740"," 59,154 "
14709,410,"28,765",660," 43,583 "
14710,820,"77,302","1,630"," 47,425 "
14711,570,"29,120",720," 40,444 "
14712,810,"107,083","1,560"," 68,643 "
14714,100,"6,497",170," 38,218 "
14715,790,"44,795","1,140"," 39,294 "
14716,580,"36,213",980," 36,952 "
14717,130,"11,861",300," 39,537 "
14718,450,"41,210",930," 44,312 "
14719,750,"58,958","1,410"," 41,814 "
14723,330,"22,674",560," 40,489 "
14724,840,"42,445","1,010"," 42,025 "
14726,360,"14,436",400," 36,090 "
14727,"1,250","110,445","2,310"," 47,812 "
14728,250,"23,711",470," 50,449 "
14729,200,"18,022",430," 41,912 "
14731,310,"48,494",770," 62,979 "
14733,"1,090","67,567","1,780"," 37,959 "
14735,830,"40,819","1,030"," 39,630 "
14736,120,"11,010",240," 45,875 "
14737,"1,010","68,996","1,700"," 40,586 "
14738,950,"71,058","1,660"," 42,806 "
14739,730,"39,751","1,110"," 35,812 "
14740,310,"22,152",530," 41,796 "
14741,460,"40,334",890," 45,319 "
14743,480,"35,131",820," 42,843 "
14744,310,"20,173",470," 42,921 "
14747,570,"37,612",990," 37,992 "
14748,220,"10,923",310," 35,235 "
14750,"1,160","146,980","2,270"," 64,749 "
14753,270,"19,799",500," 39,598 "
14754,160,"10,979",270," 40,663 "
14755,680,"51,561","1,240"," 41,581 "
14757,740,"68,235","1,510"," 45,189 "
14760,"4,450","381,042","8,390"," 45,416 "
14767,660,"28,473",730," 39,004 "
14769,200,"15,183",400," 37,958 "
14770,790,"60,030","1,330"," 45,135 "
14772,"1,190","71,683","1,640"," 43,709 "
14775,630,"41,838","1,090"," 38,383 "
14777,140,"11,962",300," 39,873 "
14779,"1,960","103,983","2,980"," 34,894 "
14781,680,"35,033",900," 38,926 "
14782,650,"39,325",980," 40,128 "
14784,270,"16,111",430," 37,467 "
14787,"1,110","102,194","2,330"," 43,860 "
14801,"1,600","92,608","2,260"," 40,977 "
14802,150,"19,295",410," 47,061 "
14803,300,"25,748",540," 47,681 "
14804,380,"30,857",630," 48,979 "
14805,280,"25,290",510," 49,588 "
14806,630,"45,437",960," 47,330 "
14807,770,"63,313","1,360"," 46,554 "
14808,180,"9,740",280," 34,786 "
14809,650,"44,443","1,130"," 39,330 "
14810,"2,720","215,559","5,160"," 41,775 "
14812,930,"67,582","1,500"," 45,055 "
14813,630,"43,508","1,050"," 41,436 "
14814,530,"69,826",990," 70,531 "
14815,240,"18,667",410," 45,529 "
14816,120,"15,238",300," 50,793 "
14817,570,"63,323","1,290"," 49,088 "
14818,390,"48,957",880," 55,633 "
14819,170,"9,533",280," 34,046 "
14820,200,"11,610",270," 43,000 "
14821,830,"71,118","1,530"," 46,482 "
14822,290,"20,000",500," 40,000 "
14823,"1,030","70,890","1,690"," 41,947 "
14824,180,"13,586",330," 41,170 "
14825,240,"18,308",400," 45,770 "
14826,520,"39,432",900," 43,813 "
14830,"5,140","629,023","9,520"," 66,074 "
14836,260,"22,463",480," 46,798 "
14837,"1,450","89,608","2,160"," 41,485 "
14838,540,"40,792",910," 44,826 "
14839,210,"12,165",280," 43,446 "
14840,590,"92,320","1,540"," 59,948 "
14841,180,"26,851",460," 58,372 "
14842,240,"19,360",340," 56,941 "
14843,"3,460","231,405","5,590"," 41,396 "
14845,"5,290","627,838","10,090"," 62,224 "
14846,180,"11,191",280," 39,968 "
14847,590,"52,403","1,130"," 46,374 "
14850,"9,660","1,602,222","22,500"," 71,210 "
14853,40,"6,210",170," 36,529 "
14855,390,"13,753",370," 37,170 "
14858,450,"35,312",710," 49,735 "
14859,290,"20,893",520," 40,179 "
14860,230,"23,304",500," 46,608 "
14861,330,"27,339",640," 42,717 "
14864,320,"23,382",570," 41,021 "
14865,580,"52,870","1,180"," 44,805 "
14867,"1,440","119,983","2,670"," 44,937 "
14869,340,"27,678",620," 44,642 "
14870,"2,640","330,596","4,570"," 72,340 "
14871,"1,050","128,822","2,210"," 58,290 "
14872,140,"11,389",290," 39,272 "
14873,650,"42,598","1,030"," 41,357 "
14874,50,"4,726",110," 42,964 "
14877,120,"8,223",200," 41,115 "
14878,170,"12,750",280," 45,536 "
14879,640,"39,994",960," 41,660 "
14880,360,"28,525",710," 40,176 "
14881,70,"6,161",150," 41,073 "
14882,"1,030","123,679","1,960"," 63,102 "
14883,"1,040","88,063","1,900"," 46,349 "
14884,70,"6,206",150," 41,373 "
14885,270,"11,026",310," 35,568 "
14886,"1,660","197,705","3,290"," 60,093 "
14889,420,"26,387",650," 40,595 "
14891,970,"91,372","2,050"," 44,572 "
14892,"2,100","160,347","3,700"," 43,337 "
14894,340,"26,725",620," 43,105 "
14895,"2,250","185,284","4,100"," 45,191 "
14897,260,"17,231",380," 45,345 "
14898,510,"22,986",580," 39,631 "
14901,"3,520","188,869","5,420"," 34,847 "
14903,"1,980","208,539","3,640"," 57,291 "
14904,"4,220","249,694","7,180"," 34,776 "
14905,"2,180","275,019","4,340"," 63,368 "
