Zip,Count,AGI,TotInc
14210,"6,330"," 31,246 "," 31,491 "
14211,"8,600"," 24,347 "," 24,545 "
14212,"4,150"," 27,206 "," 27,441 "
14213,"9,060"," 26,004 "," 26,356 "
14214,"7,600"," 48,918 "," 49,900 "
14215,"16,580"," 29,778 "," 30,010 "
14216,"11,260"," 56,530 "," 57,990 "
14217,"11,710"," 48,712 "," 49,423 "
14218,"8,900"," 35,872 "," 36,195 "
14219,"6,140"," 42,330 "," 42,769 "
14220,"11,640"," 41,671 "," 42,065 "
14221,"27,280"," 87,443 "," 89,450 "
14222,"6,020"," 73,621 "," 75,562 "
14223,"12,400"," 50,389 "," 51,077 "
14224,"21,400"," 53,177 "," 53,776 "
14225,"17,630"," 40,569 "," 41,006 "
14226,"14,510"," 71,411 "," 72,990 "
14227,"11,990"," 46,240 "," 46,654 "
14228,"9,180"," 59,264 "," 60,340 "
14301,"5,110"," 26,821 "," 27,028 "
14303,"2,430"," 27,238 "," 27,427 "
14304,"15,250"," 43,533 "," 43,959 "
14305,"7,330"," 36,117 "," 36,434 "
14411,"5,480"," 41,808 "," 42,365 "
14414,"3,480"," 53,016 "," 53,720 "
14416,"1,910"," 48,940 "," 49,714 "
14418,570," 48,782 "," 48,814 "
14420,"7,610"," 52,967 "," 53,660 "
14422,"1,100"," 52,615 "," 53,667 "
14423,"2,330"," 50,922 "," 51,677 "
14424,"13,380"," 62,124 "," 63,267 "
14425,"5,800"," 53,690 "," 54,406 "
14427,920," 46,282 "," 46,952 "
14428,"4,440"," 58,776 "," 59,732 "
14432,"2,640"," 47,494 "," 48,555 "
14433,"1,990"," 41,179 "," 41,667 "
14435,"1,450"," 60,126 "," 61,009 "
14437,"4,350"," 44,688 "," 45,206 "
14441,170," 41,129 "," 41,588 "
14445,"4,090"," 41,962 "," 42,644 "
14450,"21,470"," 83,119 "," 84,495 "
14454,"2,970"," 64,684 "," 65,905 "
14456,"8,870"," 46,203 "," 46,975 "
14462,290," 51,245 "," 51,666 "
14464,"3,460"," 47,034 "," 47,485 "
14466,850," 48,561 "," 49,206 "
14467,"4,780"," 54,083 "," 54,702 "
14468,"9,310"," 58,334 "," 59,100 "
14469,"2,960"," 52,777 "," 53,856 "
14470,"3,740"," 44,476 "," 44,897 "
14471,"1,410"," 51,294 "," 51,974 "
14472,"4,280"," 99,111 "," 101,357 "
14475,180," 68,178 "," 69,272 "
14476,"1,040"," 50,057 "," 50,693 "
14477,760," 49,063 "," 49,562 "
14478,460," 59,659 "," 60,843 "
14480,460," 44,693 "," 45,576 "
14481,890," 49,699 "," 50,474 "
14482,"4,050"," 51,435 "," 52,298 "
14485,"1,980"," 51,532 "," 52,345 "
14486,160," 53,388 "," 54,238 "
14487,"2,980"," 56,806 "," 57,533 "
14489,"3,250"," 40,811 "," 41,165 "
14502,"5,160"," 59,017 "," 59,871 "
14504,860," 37,762 "," 38,041 "
14505,"2,590"," 47,125 "," 47,900 "
14506,610," 113,777 "," 116,628 "
14507,660," 47,170 "," 47,883 "
14510,"2,190"," 41,214 "," 41,731 "
14512,"2,300"," 51,238 "," 52,061 "
14513,"6,410"," 41,980 "," 42,471 "
14514,"2,910"," 56,500 "," 57,118 "
14516,"1,080"," 47,005 "," 47,556 "
14517,"1,280"," 45,244 "," 45,792 "
14519,"5,920"," 59,230 "," 59,986 "
14521,"1,280"," 44,184 "," 44,763 "
14522,"4,440"," 48,065 "," 48,720 "
14525,"1,340"," 48,550 "," 49,945 "
14526,"10,590"," 79,213 "," 80,759 "
14527,"5,800"," 47,358 "," 48,098 "
14530,"2,490"," 46,522 "," 47,489 "
14532,"2,160"," 48,198 "," 48,941 "
14533,770," 45,860 "," 46,517 "
14534,"16,110"," 140,998 "," 143,993 "
14536,300," 40,353 "," 41,030 "
14541,"1,040"," 50,127 "," 50,919 "
14543,"1,750"," 67,261 "," 68,270 "
14544,960," 56,863 "," 58,043 "
14546,"2,500"," 56,581 "," 57,586 "
14548,"1,910"," 45,603 "," 46,188 "
14550,760," 42,991 "," 45,142 "
14551,"2,570"," 41,009 "," 41,693 "
14555,490," 56,212 "," 57,349 "
14559,"9,110"," 61,867 "," 62,754 "
14560,"1,020"," 49,683 "," 50,348 "
14561,"1,290"," 48,495 "," 49,728 "
14564,"7,490"," 105,849 "," 108,153 "
14568,"3,000"," 57,325 "," 58,063 "
14569,"2,850"," 47,920 "," 48,938 "
14571,590," 49,164 "," 49,861 "
14572,"2,260"," 42,840 "," 43,323 "
14580,"26,670"," 69,975 "," 71,076 "
14585,150," 43,053 "," 43,353 "
14586,"4,940"," 60,504 "," 61,238 "
14589,"3,700"," 51,751 "," 52,569 "
14590,"2,260"," 43,962 "," 44,550 "
14591,780," 47,431 "," 48,717 "
14604,910," 62,091 "," 63,363 "
14605,"3,820"," 21,091 "," 21,314 "
14606,"13,170"," 35,986 "," 36,346 "
14607,"8,010"," 45,577 "," 46,583 "
14608,"4,600"," 26,478 "," 26,808 "
14609,"19,950"," 36,803 "," 37,263 "
14610,"7,680"," 95,810 "," 98,155 "
14611,"6,530"," 23,556 "," 23,751 "
14612,"17,930"," 53,620 "," 54,302 "
14613,"5,590"," 26,481 "," 26,754 "
14614,230," 74,091 "," 76,065 "
14615,"7,970"," 34,926 "," 35,242 "
14616,"14,850"," 41,206 "," 41,633 "
14617,"12,510"," 56,470 "," 57,371 "
14618,"10,430"," 105,186 "," 107,784 "
14619,"6,600"," 32,526 "," 32,822 "
14620,"10,760"," 44,576 "," 45,394 "
14621,"12,110"," 24,156 "," 24,344 "
14622,"6,680"," 48,376 "," 49,051 "
14623,"9,360"," 42,428 "," 42,892 "
14624,"19,570"," 51,924 "," 52,622 "
14625,"5,620"," 74,585 "," 76,025 "
14626,"15,800"," 54,800 "," 55,592 "
14701,"16,570"," 39,012 "," 39,595 "
14706,"2,740"," 59,154 "," 60,191 "
14709,660," 43,583 "," 44,156 "
14710,"1,630"," 47,425 "," 48,203 "
14711,720," 40,444 "," 40,869 "
14712,"1,560"," 68,643 "," 70,751 "
14714,170," 38,218 "," 38,553 "
14715,"1,140"," 39,294 "," 39,747 "
14716,980," 36,952 "," 37,479 "
14717,300," 39,537 "," 40,267 "
14718,930," 44,312 "," 44,818 "
14719,"1,410"," 41,814 "," 42,441 "
14723,560," 40,489 "," 40,918 "
14724,"1,010"," 42,025 "," 43,240 "
14726,400," 36,090 "," 36,643 "
14727,"2,310"," 47,812 "," 48,446 "
14728,470," 50,449 "," 51,598 "
14729,430," 41,912 "," 42,612 "
14731,770," 62,979 "," 64,787 "
14733,"1,780"," 37,959 "," 38,339 "
14735,"1,030"," 39,630 "," 40,202 "
14736,240," 45,875 "," 48,750 "
14737,"1,700"," 40,586 "," 41,138 "
14738,"1,660"," 42,806 "," 43,448 "
14739,"1,110"," 35,812 "," 36,205 "
14740,530," 41,796 "," 42,326 "
14741,890," 45,319 "," 45,925 "
14743,820," 42,843 "," 43,243 "
14744,470," 42,921 "," 43,883 "
14747,990," 37,992 "," 38,539 "
14748,310," 35,235 "," 35,516 "
14750,"2,270"," 64,749 "," 66,431 "
14753,500," 39,598 "," 40,102 "
14754,270," 40,663 "," 41,056 "
14755,"1,240"," 41,581 "," 42,052 "
14757,"1,510"," 45,189 "," 45,927 "
14760,"8,390"," 45,416 "," 46,056 "
14767,730," 39,004 "," 39,570 "
14769,400," 37,958 "," 39,103 "
14770,"1,330"," 45,135 "," 45,744 "
14772,"1,640"," 43,709 "," 44,387 "
14775,"1,090"," 38,383 "," 39,097 "
14777,300," 39,873 "," 40,273 "
14779,"2,980"," 34,894 "," 35,228 "
14781,900," 38,926 "," 39,466 "
14782,980," 40,128 "," 40,770 "
14784,430," 37,467 "," 37,867 "
14787,"2,330"," 43,860 "," 44,751 "
14801,"2,260"," 40,977 "," 41,297 "
14802,410," 47,061 "," 47,837 "
14803,540," 47,681 "," 48,485 "
14804,630," 48,979 "," 50,203 "
14805,510," 49,588 "," 50,306 "
14806,960," 47,330 "," 47,760 "
14807,"1,360"," 46,554 "," 47,319 "
14808,280," 34,786 "," 35,093 "
14809,"1,130"," 39,330 "," 39,750 "
14810,"5,160"," 41,775 "," 42,237 "
14812,"1,500"," 45,055 "," 45,460 "
14813,"1,050"," 41,436 "," 42,022 "
14814,990," 70,531 "," 71,264 "
14815,410," 45,529 "," 45,910 "
14816,300," 50,793 "," 51,537 "
14817,"1,290"," 49,088 "," 49,911 "
14818,880," 55,633 "," 56,457 "
14819,280," 34,046 "," 34,196 "
14820,270," 43,000 "," 43,293 "
14821,"1,530"," 46,482 "," 46,880 "
14822,500," 40,000 "," 40,558 "
14823,"1,690"," 41,947 "," 42,398 "
14824,330," 41,170 "," 41,627 "
14825,400," 45,770 "," 46,155 "
14826,900," 43,813 "," 44,363 "
14830,"9,520"," 66,074 "," 66,739 "
14836,480," 46,798 "," 47,110 "
14837,"2,160"," 41,485 "," 42,080 "
14838,910," 44,826 "," 45,527 "
14839,280," 43,446 "," 43,793 "
14840,"1,540"," 59,948 "," 60,935 "
14841,460," 58,372 "," 59,976 "
14842,340," 56,941 "," 57,912 "
14843,"5,590"," 41,396 "," 41,942 "
14845,"10,090"," 62,224 "," 63,076 "
14846,280," 39,968 "," 40,389 "
14847,"1,130"," 46,374 "," 47,277 "
14850,"22,500"," 71,210 "," 72,662 "
14853,170," 36,529 "," 37,029 "
14855,370," 37,170 "," 37,724 "
14858,710," 49,735 "," 50,130 "
14859,520," 40,179 "," 40,563 "
14860,500," 46,608 "," 47,392 "
14861,640," 42,717 "," 43,214 "
14864,570," 41,021 "," 41,425 "
14865,"1,180"," 44,805 "," 45,306 "
14867,"2,670"," 44,937 "," 45,673 "
14869,620," 44,642 "," 45,074 "
14870,"4,570"," 72,340 "," 73,093 "
14871,"2,210"," 58,290 "," 58,997 "
14872,290," 39,272 "," 39,793 "
14873,"1,030"," 41,357 "," 41,831 "
14874,110," 42,964 "," 43,900 "
14877,200," 41,115 "," 42,500 "
14878,280," 45,536 "," 46,389 "
14879,960," 41,660 "," 41,983 "
14880,710," 40,176 "," 40,624 "
14881,150," 41,073 "," 41,413 "
14882,"1,960"," 63,102 "," 64,128 "
14883,"1,900"," 46,349 "," 47,068 "
14884,150," 41,373 "," 41,667 "
14885,310," 35,568 "," 36,126 "
14886,"3,290"," 60,093 "," 61,448 "
14889,650," 40,595 "," 41,051 "
14891,"2,050"," 44,572 "," 45,173 "
14892,"3,700"," 43,337 "," 43,842 "
14894,620," 43,105 "," 43,548 "
14895,"4,100"," 45,191 "," 45,805 "
14897,380," 45,345 "," 45,763 "
14898,580," 39,631 "," 39,891 "
14901,"5,420"," 34,847 "," 35,170 "
14903,"3,640"," 57,291 "," 58,237 "
14904,"7,180"," 34,776 "," 35,075 "
14905,"4,340"," 63,368 "," 64,476 "
99999,"92,930"," 134,989 "," 136,949 "
